period,timestamp,it_load_kw,cooling_demand_kw,cooling_energy_kwh,cooling_electrical_power_kw,cooling_electrical_energy_kwh,cop,facility_power_kw,facility_energy_kwh,it_energy_kwh,pue
post,2027-12-15 15:30:00,631.66,666.66,166.665,202.93,50.733,3.2851,948.02,237.004,157.915,1.5008
post,2027-12-15 15:45:00,640.64,675.64,168.909,194.31,48.576,3.4772,948.77,237.193,160.159,1.481
post,2027-12-15 16:00:00,652.75,687.75,171.937,215.26,53.815,3.1949,982.38,245.595,163.187,1.505
post,2027-12-15 16:15:00,673.35,708.35,177.089,213.88,53.471,3.3119,1002.54,250.635,168.339,1.4889
post,2027-12-15 16:30:00,669.25,704.25,176.062,210.1,52.524,3.352,994.46,248.615,167.312,1.4859
post,2027-12-15 16:45:00,642.44,677.44,169.36,211.68,52.921,3.2002,968.03,242.008,160.61,1.5068
post,2027-12-15 17:00:00,641.96,676.96,169.24,202.35,50.587,3.3455,958.19,239.549,160.49,1.4926
post,2027-12-15 17:15:00,634.52,669.52,167.381,199.85,49.962,3.3502,947.92,236.981,158.631,1.4939
post,2027-12-15 17:30:00,646.82,,170.454,222.33,55.582,3.0667,983.25,245.813,161.704,1.5201
post,2027-12-15 17:45:00,588.85,623.85,155.963,185.19,46.297,3.3688,885.54,221.384,147.213,1.5038
post,2027-12-15 18:00:00,666.45,701.45,175.363,194.43,48.608,3.6077,975.87,243.969,166.613,1.4643
post,2027-12-15 18:15:00,583.61,618.61,154.652,176.87,44.218,3.4975,871.74,217.935,145.902,1.4937
post,2027-12-15 18:30:00,635.64,670.64,167.66,215.73,53.932,3.1087,964.97,241.244,158.91,1.5181
post,2027-12-15 18:45:00,652.56,687.56,171.89,209.63,52.408,3.2799,976.56,244.139,163.14,1.4965
post,2027-12-15 19:00:00,621.25,656.25,164.062,198.4,49.6,3.3077,932.61,233.152,155.312,1.5012
post,2027-12-15 19:15:00,622.11,657.11,164.279,195.65,48.912,3.3586,930.76,232.69,155.529,1.4961
post,2027-12-15 19:30:00,644.32,679.32,169.829,201.99,50.498,3.3631,960.3,240.076,161.079,1.4904
post,2027-12-15 19:45:00,602.29,637.29,159.322,188.64,47.16,3.3783,903.03,225.758,150.572,1.4993
post,2027-12-15 20:00:00,596.17,631.17,157.792,187.3,46.825,3.3699,895.29,223.824,149.042,1.5017
post,2027-12-15 20:15:00,603.2,638.2,159.551,204.74,51.185,3.1171,920.09,230.022,150.801,1.5253
post,2027-12-15 20:30:00,580.46,615.46,153.866,188.7,47.176,3.2615,880.29,220.072,145.116,1.5165
post,2027-12-15 20:45:00,601.35,636.35,159.088,179.47,44.869,3.5456,892.89,223.221,150.338,1.4848
post,2027-12-15 21:00:00,564.31,599.31,149.827,169.68,42.42,3.532,844.38,211.095,141.077,1.4963
post,2027-12-15 21:15:00,598.81,633.81,158.452,177.96,44.489,3.5616,888.71,222.178,149.702,1.4841
post,2027-12-15 21:30:00,539.23,574.23,143.559,165.28,41.321,3.4743,813.78,203.446,134.809,1.5091
post,2027-12-15 21:45:00,600.57,635.57,158.892,198.91,49.727,3.1953,911.5,227.875,150.142,1.5177
post,2027-12-15 22:00:00,573.5,608.5,152.126,177.77,44.441,3.4231,862.08,215.519,143.376,1.5032
post,2027-12-15 22:00:00,573.5,608.5,152.126,177.77,44.441,3.4231,862.08,215.519,143.376,1.5032
post,2027-12-15 22:15:00,572.8,607.8,151.95,178.74,44.684,3.4005,862.31,215.578,143.2,1.5054
post,2027-12-15 22:30:00,566.89,601.89,150.471,168.65,42.163,3.5688,846.05,211.512,141.721,1.4924
post,2027-12-15 22:45:00,590.12,625.12,156.28,178.09,44.523,,879.77,219.942,147.53,1.4908
post,2027-12-15 23:00:00,571.19,606.19,151.546,173.3,43.325,3.4979,855.19,213.798,142.796,1.4972
post,2027-12-15 23:15:00,568.41,603.41,150.853,188.03,47.008,3.2091,867.03,216.756,142.103,1.5253
post,2027-12-15 23:30:00,554.81,589.81,147.454,181.06,45.265,3.2576,845.84,211.46,138.704,1.5245
post,2027-12-15 23:45:00,514.43,549.43,137.359,155.98,38.994,3.5226,778.56,194.64,128.609,1.5134
post,2027-12-16 00:00:00,595.79,630.79,157.697,203.23,50.807,3.1039,910.83,227.707,148.947,1.5288
post,2027-12-16 00:15:00,551.74,586.74,146.686,168.2,42.05,3.4884,829.77,207.443,137.936,1.5039
post,2027-12-16 00:30:00,556.14,591.14,147.786,165.89,41.473,3.5634,832.06,208.015,139.036,1.4961
post,2027-12-16 00:45:00,563.73,598.73,149.683,184.04,46.011,3.2532,858.14,214.536,140.933,1.5223
post,2027-12-16 01:00:00,535.3,570.3,142.576,167.94,41.984,3.3959,812.33,203.082,133.826,1.5175
post,2027-12-16 01:15:00,546.06,581.06,145.265,170.39,42.597,3.4102,826.02,206.505,136.515,1.5127
post,2027-12-16 01:30:00,604.06,639.06,159.764,192.71,48.177,3.3162,908.95,227.236,151.014,1.5047
post,2027-12-16 01:45:00,531.95,566.95,141.738,164.65,41.163,3.4434,805.54,201.385,132.988,1.5143
post,2027-12-16 02:00:00,528.05,563.05,140.762,170.02,42.504,3.3117,806.83,201.706,132.012,1.5279
post,2027-12-16 02:15:00,530.52,565.52,141.379,163.41,40.853,3.4607,802.8,200.701,132.629,1.5132
post,2027-12-16 02:30:00,594.02,629.02,157.254,192.51,48.128,3.2674,898.26,224.565,148.504,1.5122
post,2027-12-16 02:45:00,566.8,601.8,150.449,181.13,45.282,3.3225,858.43,214.607,141.699,1.5145
post,2027-12-16 03:00:00,555.2,590.2,147.55,178.29,44.572,3.3104,843.47,210.867,138.8,1.5192
post,2027-12-16 03:15:00,529.09,564.09,141.022,160.88,40.221,3.5062,798.78,199.695,132.272,1.5097
post,2027-12-16 03:30:00,528.11,563.11,140.778,152.15,38.037,3.701,789.02,197.256,132.028,1.4941
post,2027-12-16 03:45:00,527.46,562.46,140.615,172.74,43.185,3.2561,808.94,202.234,131.865,1.5336
post,2027-12-16 04:00:00,564.76,599.76,149.94,186.56,46.64,3.2148,861.73,215.434,141.19,1.5258
post,2027-12-16 04:15:00,547.83,582.83,145.708,167.29,41.822,3.484,824.77,206.193,136.958,1.5055
post,2027-12-16 04:30:00,521.58,556.58,139.145,154.79,38.697,3.5958,784.84,196.21,130.395,1.5047
post,2027-12-16 04:45:00,545.12,580.12,145.029,161.32,40.33,3.5961,815.96,203.991,136.279,1.4969
post,2027-12-16 05:00:00,560.11,595.11,148.779,184.04,46.009,3.2337,854.36,213.589,140.029,1.5253
post,2027-12-16 05:15:00,578.48,613.48,153.37,183.36,45.839,3.3458,872.87,218.217,144.62,1.5089
post,2027-12-16 05:30:00,585.18,620.18,155.045,176.54,44.136,3.5129,873.06,218.264,146.295,1.4919
post,2027-12-16 05:45:00,552.46,587.46,146.864,177.21,44.304,3.3149,839.53,209.883,138.114,1.5196
post,2027-12-16 06:00:00,534.86,569.86,142.465,149.96,,3.8,793.89,198.473,133.715,1.4843
post,2027-12-16 06:15:00,574.61,609.61,152.402,194.82,48.706,3.129,880.29,220.072,143.652,1.532
post,2027-12-16 06:30:00,570.67,605.67,151.417,174.3,43.575,3.4748,855.65,213.913,142.667,1.4994
post,2027-12-16 06:45:00,619.78,654.78,163.696,193.95,48.487,3.3761,926.62,231.656,154.946,1.4951
post,2027-12-16 07:00:00,602.45,637.45,159.362,194.29,48.573,3.2808,908.85,227.213,150.612,1.5086
post,2027-12-16 07:15:00,567.54,602.54,150.635,175.99,43.998,3.4237,854.07,213.518,141.885,1.5049
post,2027-12-16 07:30:00,594.94,629.94,157.484,191.9,,3.2827,898.6,224.651,148.734,1.5104
post,2027-12-16 07:45:00,611.99,646.99,161.746,189.23,47.308,3.419,913.76,228.439,152.996,1.4931
post,2027-12-16 08:00:00,597.25,632.25,158.062,181.78,45.445,3.4781,890.9,222.726,149.312,1.4917
post,2027-12-16 08:15:00,636.66,671.66,167.915,223.44,55.859,3.006,973.75,243.437,159.165,1.5295
post,2027-12-16 08:30:00,589.12,624.12,156.03,177.47,44.367,3.5168,878.1,219.524,147.28,1.4905
post,2027-12-16 08:45:00,597.91,632.91,158.227,190.8,47.7,3.3171,900.61,225.154,149.477,1.5063
post,2027-12-16 09:00:00,639.29,674.29,168.572,197.91,49.477,3.4071,950.96,237.741,159.822,1.4875
post,2027-12-16 09:15:00,617.68,652.68,163.169,212.81,53.202,3.067,943.28,235.819,154.419,1.5271
post,2027-12-16 09:30:00,591.78,626.78,156.694,183.91,45.977,3.4081,887.31,221.829,147.944,1.4994
post,2027-12-16 09:45:00,610.05,645.05,161.262,191.48,47.869,3.3688,913.97,228.494,152.512,1.4982
post,2027-12-16 10:00:00,600.34,635.34,158.834,199.68,49.919,3.1818,912.03,228.007,150.084,1.5192
post,2027-12-16 10:15:00,654.0,689.0,172.249,211.53,52.884,3.2571,979.96,244.99,163.499,1.4984
post,2027-12-16 10:30:00,647.9,682.9,170.724,199.31,49.826,3.4264,961.36,240.34,161.974,1.4838
post,2027-12-16 10:45:00,638.18,673.18,168.295,203.83,50.958,3.3026,955.73,238.932,159.545,1.4976
post,2027-12-16 11:00:00,646.06,681.06,170.265,192.3,48.076,3.5416,952.44,238.11,161.515,1.4742
post,2027-12-16 11:15:00,657.57,692.57,173.141,209.33,52.332,3.3085,981.49,245.371,164.391,1.4926
post,2027-12-16 11:30:00,619.49,654.49,163.623,193.34,48.336,3.3851,925.71,231.428,154.873,1.4943
post,2027-12-16 11:45:00,628.89,663.89,165.972,194.82,48.704,3.4077,937.01,234.251,157.222,1.4899
post,2027-12-16 12:00:00,631.58,666.58,166.645,191.6,47.901,3.479,936.6,234.151,157.895,1.483
post,2027-12-16 12:15:00,648.18,683.18,170.795,209.54,52.385,3.2604,971.88,242.971,162.045,1.4994
post,2027-12-16 12:30:00,662.05,697.05,174.262,205.16,51.29,3.3976,982.0,245.499,165.512,1.4833
post,2027-12-16 12:45:00,684.8,719.8,179.949,202.46,50.614,3.5553,1003.07,250.767,171.199,1.4648
post,2027-12-16 13:00:00,661.22,696.22,174.055,198.7,49.675,3.5039,974.68,243.669,165.305,1.4741
post,2027-12-16 13:15:00,666.82,701.82,175.456,196.58,49.144,3.5702,978.41,244.602,166.706,1.4673
post,2027-12-16 13:30:00,643.78,678.78,169.695,196.1,49.024,3.4615,953.85,238.462,160.945,1.4816
post,2027-12-16 13:45:00,612.4,647.4,161.85,196.12,49.03,3.3011,921.08,230.269,153.1,1.504
post,2027-12-16 14:00:00,648.98,683.98,170.996,206.33,51.582,3.315,969.52,242.379,162.246,1.4939
post,2027-12-16 14:15:00,601.45,636.45,159.113,188.32,47.081,3.3796,901.84,225.46,150.363,1.4994
post,2027-12-16 14:30:00,668.3,703.3,175.825,226.12,56.531,3.1103,1009.5,252.374,167.075,1.5105
post,2027-12-16 14:45:00,640.2,675.2,168.799,210.96,52.739,3.2006,964.96,241.24,160.049,1.5073
post,2027-12-16 15:00:00,645.41,680.41,170.104,202.55,50.637,3.3593,962.01,240.501,161.354,1.4905
post,2027-12-16 15:15:00,680.06,715.06,178.764,210.38,52.596,3.3988,1006.04,251.511,170.014,1.4793
post,2027-12-16 15:30:00,677.68,712.68,178.171,224.17,56.042,3.1792,1017.35,254.337,169.421,1.5012
post,2027-12-16 15:45:00,652.32,687.32,171.83,206.46,51.615,3.3291,973.13,243.284,163.08,1.4918
post,2027-12-16 16:00:00,646.28,681.28,170.321,188.83,47.208,3.6079,949.2,237.3,161.571,1.4687
post,2027-12-16 16:15:00,648.35,683.35,170.836,204.35,51.089,3.3439,966.88,241.719,162.086,1.4913
post,2027-12-16 16:30:00,616.67,651.67,162.917,183.51,45.877,3.5512,912.93,228.232,154.167,1.4804
post,2027-12-16 16:45:00,644.9,679.9,169.975,208.05,52.013,3.2679,966.97,241.743,161.225,1.4994
post,2027-12-16 17:00:00,645.07,680.07,170.018,218.38,54.596,3.1141,977.48,244.371,161.268,1.5153
post,2027-12-16 17:15:00,623.95,658.95,164.738,193.09,48.272,3.4127,930.12,232.529,155.988,1.4907
post,2027-12-16 17:30:00,634.55,669.55,167.387,197.67,49.416,3.3873,945.77,236.442,158.637,1.4905
post,2027-12-16 17:45:00,622.03,657.03,164.257,187.42,46.854,3.5057,922.44,230.609,155.507,1.4829
post,2027-12-16 18:00:00,658.98,693.98,173.494,207.21,51.802,3.3492,980.84,245.21,164.744,1.4884
post,2027-12-16 18:15:00,657.92,692.92,173.229,210.46,52.614,3.2925,982.98,245.745,164.479,1.4941
post,2027-12-16 18:30:00,637.73,672.73,168.181,199.62,49.905,3.37,951.04,237.761,159.431,1.4913
post,2027-12-16 18:45:00,588.99,623.99,155.998,187.92,46.981,3.3205,888.42,222.105,147.248,1.5084
post,2027-12-16 19:00:00,642.66,677.66,169.414,207.48,51.869,3.2662,964.05,241.013,160.664,1.5001
post,2027-12-16 19:15:00,583.77,618.77,154.693,177.79,44.446,3.4805,872.83,218.207,145.943,1.4951
post,2027-12-16 19:30:00,621.74,656.74,164.184,192.09,48.021,3.419,926.8,231.7,155.434,1.4907
post,2027-12-16 19:45:00,594.98,629.98,157.495,183.3,45.826,3.4368,890.06,222.515,148.745,1.4959
post,2027-12-16 20:00:00,590.81,625.81,156.452,183.5,45.875,3.4104,885.9,221.474,147.702,1.4995
post,2027-12-16 20:15:00,575.95,610.95,152.738,175.8,43.95,3.4753,862.67,215.667,143.988,1.4978
post,2027-12-16 20:30:00,591.9,626.9,156.725,175.97,43.992,3.5626,879.5,219.876,147.975,1.4859
post,2027-12-16 20:45:00,580.83,615.83,153.959,185.5,46.374,3.3199,877.47,219.367,145.209,1.5107
post,2027-12-16 21:00:00,563.76,598.76,149.691,176.32,44.08,3.3959,850.45,212.612,140.941,1.5085
post,2027-12-16 21:15:00,611.8,646.8,161.701,190.7,47.675,3.3917,915.04,228.759,152.951,1.4956
post,2027-12-16 21:30:00,568.31,603.31,150.826,175.12,43.779,3.4452,854.0,213.499,142.076,1.5027
post,2027-12-16 21:45:00,589.52,624.52,156.13,190.49,47.622,3.2785,891.54,222.885,147.38,1.5123
post,2027-12-16 22:00:00,594.41,629.41,157.353,183.54,45.886,3.4292,889.7,222.426,148.603,1.4968
post,2027-12-16 22:15:00,548.19,583.19,145.797,159.56,39.891,3.6549,817.42,204.355,137.047,1.4911
post,2027-12-16 22:30:00,573.08,608.08,152.019,174.57,43.643,3.4832,858.44,214.61,143.269,1.4979
post,2027-12-16 22:45:00,541.94,576.94,144.235,157.74,39.434,3.6576,809.06,202.266,135.485,1.4929
post,2027-12-16 23:00:00,563.59,598.59,149.647,175.24,43.81,3.4158,849.19,212.297,140.897,1.5068
post,2027-12-16 23:15:00,550.27,585.27,146.317,180.53,45.132,3.242,840.56,210.139,137.567,1.5275
post,2027-12-16 23:30:00,577.93,612.93,153.232,185.83,46.458,3.2983,874.77,218.692,144.482,1.5136
post,2027-12-16 23:45:00,515.43,550.43,137.609,163.79,40.947,3.3606,787.42,196.854,128.859,1.5277
post,2027-12-17 00:00:00,547.48,582.48,145.62,173.32,43.331,3.3607,830.44,207.61,136.87,1.5168
post,2027-12-17 00:15:00,520.1,555.1,138.774,161.86,40.466,3.4294,790.36,197.591,130.024,1.5196
post,2027-12-17 00:30:00,513.41,548.41,137.103,154.97,38.742,3.5389,776.48,194.121,128.353,1.5124
post,2027-12-17 00:45:00,568.88,603.88,150.97,168.72,42.179,3.5793,848.2,212.049,142.22,1.491
post,2027-12-17 01:00:00,499.95,534.95,133.738,152.36,38.09,3.5111,759.81,189.952,124.988,1.5198
post,2027-12-17 01:15:00,545.2,580.2,145.049,167.75,41.938,3.4586,822.48,205.621,136.299,1.5086
post,2027-12-17 01:30:00,551.84,586.84,146.711,170.05,42.514,3.4509,831.73,207.932,137.961,1.5072
post,2027-12-17 01:45:00,536.13,571.13,142.782,166.0,41.499,3.4406,811.25,202.813,134.032,1.5132
post,2027-12-17 02:00:00,568.14,603.14,150.784,184.45,46.114,3.2698,863.16,215.789,142.034,1.5193
post,2027-12-17 02:15:00,564.32,599.32,149.83,178.04,44.509,3.3663,852.75,213.188,141.08,1.5111
post,2027-12-17 02:30:00,561.6,596.6,149.149,191.59,47.898,3.1139,863.46,215.865,140.399,1.5375
post,2027-12-17 02:45:00,589.5,624.5,156.126,206.09,51.523,3.0302,907.12,226.781,147.376,1.5388
post,2027-12-17 03:00:00,545.16,580.16,145.041,164.33,41.083,3.5305,819.03,204.757,136.291,1.5024
post,2027-12-17 03:15:00,541.95,576.95,144.238,178.73,44.683,3.2281,830.07,207.517,135.488,1.5316
post,2027-12-17 03:30:00,549.17,584.17,146.041,186.62,46.655,3.1302,845.5,211.374,137.291,1.5396
post,2027-12-17 03:45:00,565.25,600.25,150.063,173.47,43.368,3.4602,849.16,212.289,141.313,1.5023
post,2027-12-17 04:00:00,532.55,567.55,141.889,169.0,42.25,3.3583,810.52,202.63,133.139,1.5219
post,2027-12-17 04:15:00,526.75,561.75,140.439,159.03,39.757,3.5324,794.49,198.622,131.689,1.5083
post,2027-12-17 04:30:00,592.5,627.5,156.874,185.99,46.498,3.3738,890.15,222.537,148.124,1.5024
post,2027-12-17 04:45:00,563.87,598.87,149.718,177.95,44.488,3.3654,852.2,213.049,140.968,1.5113
post,2027-12-17 05:00:00,582.9,617.9,154.474,180.55,45.137,3.4223,874.68,218.669,145.724,1.5006
post,2027-12-17 05:15:00,570.3,605.3,151.324,179.44,44.861,3.3732,860.4,215.101,142.574,1.5087
post,2027-12-17 05:30:00,584.39,619.39,154.848,186.07,46.518,3.3288,881.76,220.441,146.098,1.5089
post,2027-12-17 05:45:00,565.1,600.1,150.025,178.0,44.501,3.3713,853.53,213.383,141.275,1.5104
post,2027-12-17 06:00:00,546.25,581.25,145.313,165.67,41.418,3.5085,821.51,205.377,136.563,1.5039
post,2027-12-17 06:15:00,573.56,608.56,152.139,185.29,46.323,3.2843,869.66,217.415,143.389,1.5163
post,2027-12-17 06:30:00,565.82,600.82,150.204,172.09,43.023,3.4912,848.37,212.092,141.454,1.4994
post,2027-12-17 06:45:00,575.38,610.38,152.594,172.18,43.045,3.545,858.45,214.612,143.844,1.492
post,2027-12-17 07:00:00,597.85,632.85,158.213,184.76,46.19,3.4252,894.52,223.63,149.463,1.4962
post,2027-12-17 07:15:00,568.2,603.2,150.799,169.24,42.309,3.5642,848.0,212.001,142.049,1.4924
post,2027-12-17 07:30:00,560.03,595.03,148.757,169.69,42.423,3.5066,839.92,209.98,140.007,1.4998
post,2027-12-17 07:45:00,617.08,652.08,163.021,185.92,46.481,3.5073,915.78,228.944,154.271,1.484
post,2027-12-17 08:00:00,609.49,644.49,161.123,188.89,47.224,3.4119,910.81,227.704,152.373,1.4944
post,2027-12-17 08:15:00,590.49,625.49,156.373,188.72,47.179,3.3145,890.78,222.695,147.623,1.5085
post,2027-12-17 08:30:00,574.86,609.86,152.465,170.79,42.697,3.5709,856.52,214.129,143.715,1.49
post,2027-12-17 08:45:00,598.58,633.58,158.394,195.52,48.88,3.2405,906.03,226.508,149.644,1.5136
post,2027-12-17 09:00:00,575.96,610.96,152.74,191.13,47.784,3.1965,878.01,219.503,143.99,1.5244
post,2027-12-17 09:15:00,629.8,664.8,166.2,196.62,49.156,3.3811,939.77,234.941,157.45,1.4922
post,2027-12-17 09:30:00,633.09,668.09,167.022,206.33,51.581,3.238,952.9,238.226,158.272,1.5052
post,2027-12-17 09:45:00,673.26,708.26,177.064,201.37,50.344,3.5171,989.93,247.481,168.314,1.4704
post,2027-12-17 10:00:00,628.23,663.23,165.808,202.06,50.514,3.2824,943.56,235.89,157.058,1.5019
post,2027-12-17 10:15:00,656.7,691.7,172.924,186.16,46.541,3.7156,957.41,239.353,164.174,1.4579
post,2027-12-17 10:30:00,657.17,692.17,173.042,207.42,51.856,3.337,979.16,244.79,164.292,1.49
post,2027-12-17 10:45:00,666.2,701.2,175.301,207.55,51.888,3.3784,988.74,247.184,166.551,1.4841
post,2027-12-17 11:00:00,593.0,628.0,157.0,192.91,48.227,3.2555,897.59,224.397,148.25,1.5136
post,2027-12-17 11:15:00,611.51,646.51,161.627,190.62,47.655,3.3916,914.64,228.661,152.877,1.4957
post,2027-12-17 11:30:00,653.49,688.49,172.122,218.22,54.554,3.1551,986.11,246.528,163.372,1.509
post,2027-12-17 11:45:00,659.07,694.07,173.517,220.85,55.214,3.1426,994.58,248.645,164.767,1.5091
post,2027-12-17 12:00:00,624.04,659.04,164.761,198.38,49.596,3.3221,935.51,233.877,156.011,1.4991
post,2027-12-17 12:15:00,643.29,678.29,169.573,198.94,49.736,3.4095,956.18,239.045,160.823,1.4864
post,2027-12-17 12:30:00,628.78,663.78,165.944,207.61,51.903,3.1972,949.68,237.421,157.194,1.5104
post,2027-12-17 12:45:00,624.8,659.8,164.949,202.94,50.735,3.2512,940.85,235.214,156.199,1.5059
post,2027-12-17 13:00:00,659.63,694.63,173.657,191.59,47.897,3.6256,965.9,241.475,164.907,1.4643
post,2027-12-17 13:15:00,671.26,706.26,176.565,202.55,50.638,3.4868,989.02,247.254,167.815,1.4734
post,2027-12-17 13:30:00,651.83,686.83,171.708,189.37,47.342,3.6269,955.53,238.883,162.958,1.4659
post,2027-12-17 13:45:00,633.48,668.48,167.121,190.36,47.589,3.5118,937.35,234.337,158.371,1.4797
post,2027-12-17 14:00:00,641.88,676.88,169.219,210.09,52.522,3.2219,965.85,241.462,160.469,1.5047
post,2027-12-17 14:15:00,679.5,714.5,178.626,202.0,50.5,3.5371,997.08,249.271,169.876,1.4674
post,2027-12-17 14:30:00,660.8,695.8,173.951,212.2,53.051,3.2789,987.74,246.936,165.201,1.4948
post,2027-12-17 14:45:00,645.97,680.97,170.241,204.19,51.048,3.3349,964.23,241.057,161.491,1.4927
post,2027-12-17 15:00:00,654.29,689.29,172.323,191.62,47.906,3.5971,960.36,240.089,163.573,1.4678
post,2027-12-17 15:15:00,636.17,671.17,167.791,196.0,49.0,3.4243,945.79,236.448,159.041,1.4867
post,2027-12-17 15:30:00,605.28,640.28,160.071,195.08,48.769,3.2822,912.6,228.149,151.321,1.5077
post,2027-12-17 15:45:00,639.73,674.73,168.683,188.55,47.137,3.5786,942.07,235.518,159.933,1.4726
post,2027-12-17 16:00:00,614.2,649.2,162.3,207.99,51.997,3.1213,934.83,233.707,153.55,1.522
post,2027-12-17 16:15:00,621.11,656.11,164.027,185.58,46.395,3.5354,919.64,229.91,155.277,1.4806
post,2027-12-17 16:30:00,645.3,680.3,170.075,215.81,53.953,3.1523,975.15,243.787,161.325,1.5112
post,2027-12-17 16:45:00,595.68,630.68,157.669,190.76,47.69,3.3061,898.24,224.56,148.919,1.5079
post,2027-12-17 17:00:00,662.58,697.58,174.394,202.83,50.707,,980.22,245.055,165.644,1.4794
post,2027-12-17 17:15:00,635.52,670.52,167.631,187.79,46.947,3.5706,936.91,234.228,158.881,1.4742
post,2027-12-17 17:30:00,649.82,684.82,171.206,197.52,49.379,3.4672,961.58,240.396,162.456,1.4798
post,2027-12-17 17:45:00,634.31,669.31,167.327,193.54,48.386,3.4582,941.39,235.348,158.577,1.4841
post,2027-12-17 18:00:00,636.17,671.17,167.793,201.07,50.268,3.338,950.87,237.718,159.043,1.4947
post,2027-12-17 18:15:00,623.22,658.22,164.554,212.92,53.23,3.0913,949.18,237.296,155.804,1.523
post,2027-12-17 18:30:00,598.85,633.85,158.462,187.67,46.918,3.3774,898.47,224.617,149.712,1.5003
post,2027-12-17 18:45:00,624.57,659.57,164.893,208.11,52.027,3.1694,945.78,236.446,156.143,1.5143
post,2027-12-17 19:00:00,611.72,646.72,161.68,186.95,46.737,3.4593,911.19,227.798,152.93,1.4896
post,2027-12-17 19:15:00,604.93,639.93,159.983,188.93,47.233,3.3871,906.08,226.521,151.233,1.4978
post,2027-12-17 19:30:00,568.59,603.59,150.898,181.76,45.439,3.3209,860.93,215.233,142.148,1.5142
post,2027-12-17 19:45:00,609.3,644.3,161.076,197.5,49.375,3.2623,919.22,229.806,152.326,1.5086
post,2027-12-17 20:00:00,609.46,644.46,161.115,195.48,48.87,3.2968,917.37,229.342,152.365,1.5052
post,2027-12-17 20:15:00,579.17,614.17,153.544,195.92,48.981,3.1348,886.16,221.54,144.794,1.53
post,2027-12-17 20:30:00,573.72,608.72,152.18,175.93,43.982,3.4601,860.47,215.116,143.43,1.4998
post,2027-12-17 20:45:00,611.32,646.32,161.579,194.13,48.532,3.3294,917.95,229.488,152.829,1.5016
post,2027-12-17 21:00:00,569.22,604.22,151.055,168.94,42.235,3.5765,848.78,212.194,142.305,1.4911
post,2027-12-17 21:15:00,583.67,618.67,154.668,181.13,45.284,3.4155,876.07,219.018,145.918,1.501
post,2027-12-17 21:30:00,572.02,607.02,151.754,177.57,44.392,3.4185,860.32,215.081,143.004,1.504
post,2027-12-17 21:45:00,571.26,606.26,151.564,186.33,46.583,3.2537,868.29,217.074,142.814,1.52
post,2027-12-17 22:00:00,557.31,592.31,148.078,171.91,42.976,3.4456,839.29,209.824,139.328,1.506
post,2027-12-17 22:15:00,601.08,636.08,159.02,182.7,45.676,3.4815,895.83,223.959,150.27,1.4904
